notional_usdt,qty_ref,coverage_ratio,entry_exec_basis_median_bps,entry_exec_basis_p90_bps,entry_exec_basis_p99_bps
50.0,116.92897733916418,0.8997886387902294,199.411482986086,269.99638934360036,358.41589657368996
100.0,233.85795467832835,0.6547839539799097,202.20105748821493,271.15986614322753,359.11758385824
200.0,467.7159093566567,0.3891225241322206,204.57519018523772,270.9361761880267,359.9075527024549
500.0,1169.2897733916418,0.0476325365524154,207.02916616534338,273.737289290602,363.39077391041076
